Date,Tweet,City,Country,random #
Tue Apr 17 16:41:46 +0000 2018,  Bird flu? Swine flu? Australian Flu? H1N1? H2N5? Feverish with incomprehension? Let our Influ-Venn-Za diagram be a sooth…,none,none,0.142194393
Tue Apr 03 18:23:05 +0000 2018,  Got the flu? Stay home! Get better. It’s costing us billions ,none,none,0.237767752
Tue May 01 18:07:51 +0000 2018,Such an easy way to save lives and money! ,none,none,0.925638849
Thu Apr 19 18:30:36 +0000 2018,  NEW | 33 flu-related deaths in N.L. as number of cases jumps   #cbcnl ,none,none,0.530367191
Thu Apr 26 18:00:41 +0000 2018,"  I added a video to a  playlist  Doctor Global Health Council, Claims Mutant Flu Could Wipe…",none,none,0.288813831
Fri Apr 27 19:05:23 +0000 2018,  Bill Gates wants a universal flu vaccine:  ,none,none,0.163041495
Thu Apr 05 18:08:25 +0000 2018," why are you me, I’ve had 2 days off my new job because of the flu and chest infection",none,none,0.810390156
Tue Mar 27 18:47:56 +0000 2018,"  Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none,0.243906503
Sun Apr 01 20:45:08 +0000 2018," Wishing you a full recovery JD hope you get very well soon. I did have the flu since last week Sunday but thankfully it's almost gone.   Drink Lime, honey, ginger tea etc.  #OffTheScript",none,none,0.193723821
Wed Apr 25 20:59:48 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none,0.020188399
Tue May 01 18:20:01 +0000 2018,The #Keto Flu: Symptoms and How to Get Rid of It  via  ,none,none,0.345340191
Mon Apr 30 19:15:11 +0000 2018,"  ""If we do not work quickly to remove the #pandemic threat forever, those black-&amp;-white images of yesteryear—the endless rows o…",none,none,0.464226802
Tue Mar 27 18:50:18 +0000 2018,Todays New Beat: *FREE DL* Smokepurpp x Murda Beatz Type Beat 2018 - Flu (Prod. LuxuryBeats) ,none,none,0.759392305
Wed Apr 18 18:27:31 +0000 2018,It killed people too. #scary ,none,none,0.369291443
Wed Mar 28 18:30:11 +0000 2018,The Flu: What To Do If You Get Sick ,none,none,0.373750319
Thu Apr 05 18:57:50 +0000 2018,"  Al Pacino in Scent of a woman is equivalent to Jordan in the flu game, Zidane vs Brazil 06 world cup, in other words a f…",none,none,0.246256738
Fri Apr 27 19:21:23 +0000 2018,Bill Gates is donating $12 million to help develop a universal flu vaccine  ,none,none,0.170151203
Wed Mar 28 18:45:33 +0000 2018,Higher prices help foie gras farmers overcome bird flu crises ,none,none,0.73624542
Thu Apr 05 18:21:11 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none,0.665965274
Thu Apr 05 18:33:21 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none,0.637723082
Tue Mar 27 18:07:15 +0000 2018,Try Sol705! Sol705 a free point &amp;amp; click graphic adventure with lots of retro mystery and a plot set to stunt!  #gamedev #indiedev #indiegames #indiegame #videogame #indiegamedev  72,none,none,0.166515427
Sat Mar 31 21:48:14 +0000 2018,Our #VOcal Immunity Blast™ helps fight your cold/flu when applied at sight of first signs! ,none,none,0.437203851
Thu Apr 05 19:08:00 +0000 2018,"After a rough winter infested with the flu, it's really important to maintain your health with exams. Come to one of our convenient locations for a professional check-up with little wait time. ",none,none,0.411706461
Thu Apr 05 18:17:39 +0000 2018,  This man said the flu shot was what was making people sick and then he went missing ... smh ,none,none,0.546017159
Thu Apr 05 18:49:14 +0000 2018,"Update: its a really bad cold, but its better than having a flu! I'll be ooc for another week and some before im back on my feet &lt;3",none,none,0.602449932
Fri Apr 27 19:59:59 +0000 2018,  Have you heard? In 2018 all children in NSW aged 6 months to under 5 years will be offered free flu vaccines. Find out more:…,none,none,0.237680215
Wed Mar 28 18:52:24 +0000 2018,"  If you don't keep your station clean in Overcrowd, disease, pestilence and rats may strike!   Here i'm testing flu…",none,none,0.175068801
Mon Apr 23 18:32:43 +0000 2018, comments like these are so??? yeah like no shit sherlock. doesn’t mean other ppl shouldnt get help “not everyone has flu” “not everyone has a broken ankle” smh,none,none,0.692044924
Tue Mar 27 18:51:02 +0000 2018,CDC: Second wave of flu virus B happening now  ,none,none,0.797174031
Tue Apr 03 19:02:41 +0000 2018,"  Me: Damn, just got flu again  People: ",none,none,0.608574261
Thu Apr 05 18:51:38 +0000 2018,     Your intuitions are on point! They push too hard trying to convince ppl to get the flu vaccine. I've always had bad vibes about the vaccine,none,none,0.652525958
Thu Apr 05 19:09:37 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none,0.536362786
Tue Apr 03 19:07:23 +0000 2018,Mom fractures her ankle this weekend had to help take care of her now tristan has the flu. Just call me nurse Kiana ,none,none,0.576160414
Tue Apr 03 19:12:41 +0000 2018,"  In recent weeks, influenza B viruses have been more frequently reported than influenza A viruses. However, illness associated w…",none,none,0.695358412
Fri Mar 30 19:01:04 +0000 2018, Louise’s flu song. Not the forgiving type? I love that one.,none,none,0.851118543
Wed Apr 25 21:01:48 +0000 2018,Novavax’s flu vaccine for older adults shows early promise against Sanofi’s Fluzone | FiercePharma  by  ,none,none,0.795804841
Thu Apr 05 19:11:19 +0000 2018," Same here. That’s why I never have gotten the flu shot, and I never intend to get one.",none,US,0.434114395
Thu Apr 05 18:33:37 +0000 2018," Then they say it’s just a thing, they must trade bodies with us so they know it’s not a thing. Your own body attacking itself is “a thing” wow. I fought so hard for my life for such disrespect, I didn’t lose my mind for something that’s described as “flu”",none,none,0.200495186
Mon Apr 23 18:49:01 +0000 2018,  Apart from the fact that he got you Debonairs this is so sweet! ,none,none,0.227594419
Thu Apr 26 18:13:11 +0000 2018,"                                                  Me too, I haven't had flu in years, not my husband, I get it every year too.",none,none,0.023304839
Tue Apr 17 17:01:43 +0000 2018,"  Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none,0.702415877
Thu Apr 05 18:47:16 +0000 2018,My flu flam is phenomenal,none,none,0.011544774
Mon Apr 02 19:43:26 +0000 2018,NHS 'management' find winter a shock and surprise every year And so fail to plan (=manage) for it.  In any other sphere they'd be sacked for gross incompetence  But not the #NHS.  Go figure. ,none,none,0.914890347
Thu Apr 05 18:18:49 +0000 2018,  #UNC#Gillings Epidemiologist Jim Thomas discusses ethics in a pandemic. How do we handle vaccine distribution when the…,none,none,0.959370606
Tue May 01 18:18:32 +0000 2018,  At least you ain't catching feelings  ,none,none,0.678252137
Tue Mar 27 18:22:27 +0000 2018,"Having had a vicious attack of Influenza B myself, can vouch for the virulence of the strain ",none,none,0.967353423
Tue Apr 03 19:05:41 +0000 2018,He’s had a cold less than 24hours! He’s already cracked open the Olbas Oil! Man Flu has arrived,none,none,0.452968045
Wed Mar 28 18:21:50 +0000 2018,"  I love to masturbate on camera, come on --&gt;&gt;&gt;&gt;  ",none,none,0.117061603
Tue Apr 03 18:52:57 +0000 2018,"  In this photo, the MRC Los Angeles is conducting a flu vaccination point of dispensing drill at a local school in partnership…",none,none,0.348082309
Tue Mar 27 18:19:52 +0000 2018,hi I have the flu and I feel like death,none,none,0.312014549
Tue Apr 24 17:30:05 +0000 2018,I love this. Hope that Macron doesn’t have the flu. Ugh germs. ,none,none,0.635312886
Thu Apr 26 17:51:42 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,0.760713017
Wed Apr 18 18:55:13 +0000 2018, Seriously! This means I can uncancel a trip I had to cancel because I had to take too much time off for the flu last month!,none,none,0.498037351
Sun Apr 01 20:56:37 +0000 2018,"  This is stunning.  ONS stats show a shocking 10,000 excess deaths in the first 6 weeks of 2018 - when the NHS was in und…",none,none,0.743789273
Tue Apr 03 19:04:20 +0000 2018,Thrilled about having the flu for the 37th time this year ,none,IE,0.542718089
Tue Apr 17 16:27:07 +0000 2018, How about the flu? I need some time off work. I'll fly there. Lol.,none,none,0.526174725
Thu Apr 05 19:09:18 +0000 2018,    There is a very real &amp; scary story behind this man's disappearance &amp; death. He was a  ,none,none,0.981585548
Mon Apr 30 18:36:05 +0000 2018,Viewpoints: Transgender Troops Deserve The Right To Serve Their Country; Pick Up The Pace ... ,none,none,0.102704821
Tue May 01 18:21:17 +0000 2018,I sawry ,none,none,0.289639007
Thu Apr 05 18:46:01 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",none,none,0.89713149
Mon Apr 23 18:13:39 +0000 2018,"Worst time to be getting the flu, especially in this weather ",none,none,0.621349125
Thu Apr 26 18:14:18 +0000 2018,"The Tea That Can Help Treat Strep Throat, Flu And Sinus Infections ",none,none,0.105529173
Fri Mar 30 19:17:16 +0000 2018,  NIH Scientist Expects Universal Flu Vaccine in 5 Years ,none,none,0.428232548
Mon Apr 30 18:46:04 +0000 2018,"  ""The big chunks always float to the top of the cesspool.""  The Devil went down and dirty; her flu spew. Looking to shit…",none,none,0.208609036
Tue Apr 24 18:05:54 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none,0.97869126
Wed Apr 18 19:00:13 +0000 2018,Great article about the APHL Informatics Messaging Services platform or AIMS! ,none,none,0.336247137
Wed Apr 18 18:15:57 +0000 2018,Welcome to the club I'm also sick like u congrats on the medals wat an achievement ,none,none,0.984079607
Thu Apr 05 19:04:39 +0000 2018,"  Belatedly: Surveillance in the Netherlands recently detected a child infected with a new flu A virus. It was an H1N2, a…",none,none,0.945215541
Tue Apr 17 16:49:01 +0000 2018,Need to drop kick this flu before it tries to attack me,none,none,0.439373727
Tue Mar 27 18:56:43 +0000 2018," 16 days since I came down with man-flu and I'm  still knackered, falling asleep at the drop of a hat. Must be my age.",none,none,0.856459948
Fri Mar 30 18:47:58 +0000 2018,FrazzleMyGimp 10 s!  Your tweet has been liked by 10 people.   ,West Chester,none,0.347755291
Thu Apr 19 18:25:05 +0000 2018,"Given how  seems to be referencing his older works in Riverdale, I can't wait until the episode where the town catches a super-flu that decimates 99.4% of the cast!",none,none,0.221303751
Wed May 02 18:41:18 +0000 2018,  Six-Year-Old Had Gotten a Flu Shot But Reportedly Died of Influenza ,none,none,0.068579715
Wed May 02 19:17:11 +0000 2018,"  During 1918, the Spanish Flu killed more people than World War I—40 percent of the world’s population contracted the illness.",none,none,0.403739647
Fri Apr 27 19:56:52 +0000 2018,  Sitting in a cafe taking five ... listening to music ‘it’s a wonderful life ‘ holding back my tears thinking it really…,none,none,0.955676491
Mon Apr 30 18:53:52 +0000 2018,"  There were *10,000 additional deaths* in the 1st 7 weeks of 2018. In England.   The infant mortality rate is rising in…",none,none,0.290377438
Tue Mar 27 18:08:28 +0000 2018,"Second wave of flu may be on the way, CDC warns ",none,none,0.861331218
Tue Mar 27 18:35:01 +0000 2018,you know when you can actually feel yourself getting sicker and sicker? and you'll know for a fact that you're gonna wake up tomorrow with full blown flu and feel like absolute death? currently me,none,none,0.896127566
Tue Apr 17 17:03:58 +0000 2018,"  ""I smoked cocaine the night before my college graduation; now I'm afraid to get a flu shot. People change."" John Mulaney…",none,none,0.393931372
Wed May 02 18:19:06 +0000 2018,  I got African parents. They never let me get a flu shot or anyyyyyy shot my whole life . They say it actually gets you weak…,none,none,0.846824279
Mon Apr 23 18:50:33 +0000 2018,  The genome of the flu virus has been fully sequenced in its native RNA form for the first time. ,Esenyurt,none,0.894115103
Thu Apr 05 18:10:01 +0000 2018,  Spoke out about flu shots and then America got him ,none,none,0.214237815
Fri Mar 30 18:59:51 +0000 2018,  Irish flu vaccines. ,none,none,0.301006653
Sun Apr 01 20:20:19 +0000 2018,  You've got this flu by the balls pal,none,none,0.904592584
Wed May 02 19:14:17 +0000 2018,  FLU SHOT MADE ME GAY,none,none,0.981409698
Tue Mar 27 18:03:59 +0000 2018,  Puke purgatory: a term for when one person in your family has had a stomach flu and you’re waiting to see if anyone els…,none,none,0.483906751
Wed Apr 25 20:41:19 +0000 2018,"   Sorry, gotta write. You could search PubMed here:  The study you describe would not be w…",none,none,0.848583838
Wed Apr 18 18:10:51 +0000 2018, Yup!  But honestly think I might have the flu:/ going to the doctors later to see,none,none,0.608738718
Mon Apr 02 19:16:38 +0000 2018,  TIP- add Bee Prepared immune formulas to smoothies.  Buy 2 get 1 FREE&gt;     #london #londoni…,none,none,0.133652112
Mon Apr 02 19:07:43 +0000 2018,"  NEW #comic ""Bird Flu Bugaboo""  via  ",none,none,0.978969094
Thu Apr 19 18:53:51 +0000 2018,"Prevention is definitely better than cure, I serious need to get over my phobia of needles and get a flu shot.",none,ZA,0.06077854
Fri Apr 27 19:30:18 +0000 2018,Report: Mom dies from rodent-borne illness doctors initially thought was the flu  ,none,none,0.690315785
Mon Apr 23 18:31:39 +0000 2018,  80% of people say they would get a flu shot if a health care provider told them to ,none,none,0.704761006
Fri Apr 27 19:00:21 +0000 2018,  Developing a universal flu vaccine is more feasible now than 10-20 years ago. We're launching a $12 million Grand Chal…,none,none,0.211852801
Wed Apr 25 20:44:03 +0000 2018,"This flu/cold/cough needs to leave me alone, it’s making me feel so down and depressed",none,none,0.666644032
Thu Apr 26 18:12:04 +0000 2018,I think I got the flu fr,none,none,0.4124312
Fri Apr 27 19:44:38 +0000 2018,  . is putting his shoulder to the wheel to try to spur development of a universal #flu vaccine.  sat…,none,none,0.370490991
Thu Apr 05 18:36:01 +0000 2018,"Public health looked for, but didn't find additional people infected with the new #H1N2 #flu virus. There have been occasional H1N2s seen in the past, especially in the early 2000s.",none,none,0.456982563
Fri Apr 27 19:35:39 +0000 2018,Please Visit here:   ,none,none,0.531558292
Thu Apr 19 18:15:42 +0000 2018,Gripa y Selena  Flu &amp; Selena  Makeup done Live in Instagram @ New York metropolitan area ,none,US,0.368926593
Wed Apr 18 18:07:51 +0000 2018,"  A reminder:  - 40,000 nurses short  - 10,000 Drs down  - 100,000 vacant posts across NHS (~1/11) - nearly 15,000 beds c…",none,none,0.001400041
Tue Apr 24 18:00:55 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none,0.631370974
Mon Apr 16 18:59:42 +0000 2018,"The #flu is unpredictable, almost impossible to predict when a particularly virulent strain will happen #JOU3372 (chart from  ",none,none,0.105167263
Wed Mar 28 18:57:01 +0000 2018,CDC: A second flu outbreak may be here  ,none,none,0.602857494
Thu Apr 05 19:13:06 +0000 2018,"#Weekly #flu #update: #247 more #cases, #7 #deaths ",none,none,0.207860319
Tue Mar 27 18:07:01 +0000 2018," Cheers Andy,  been struggling with running lately after a couple of weeks with flu... 6 weeks to go though so should be fine by then. Good luck to you too!",none,none,0.646704723
Thu Apr 26 18:42:26 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,0.463974336
Mon Apr 30 18:50:59 +0000 2018,"Crash's acid-washed, anti-HIV remarks went unappreciated. He needed beer goggles to get a better look at loonies with long hair, suffering from the yuppie flu. He didn’t belong on the job working for nothing  designed for nobody important in a gangster’s beer garden. #80s",none,none,0.454711272
Wed Apr 25 20:42:40 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none,0.573186021
Wed Mar 28 18:22:39 +0000 2018,Fake Fucking bitch! ,none,none,0.793604671
Tue Apr 17 17:15:11 +0000 2018," Len: Eating orange peels also provides tremendous benefit. It's not just the fruit that's loaded with vitamin C, the rind is too, as well as vitamin A, enzymes, fiber, and pectin. Vitamin C is a fantastic immune system booster that can help fight the symptoms of cold and flu.",none,none,0.87530992
Tue Apr 17 16:36:24 +0000 2018,Lmfaoooo I’m cryin ,none,none,0.935116056
Wed May 02 18:25:13 +0000 2018, i suffer through it every six months... it starts with a sneeze and ends with severe congestion &amp; cough..  ,none,none,0.174771353
Tue Mar 27 18:34:30 +0000 2018,                  ,none,none,0.439045332
Thu Apr 05 18:47:40 +0000 2018,  Remember the CDC employee who said 1 critical thing about the Flu  vaccine? Well he went missing shortly after. He was just f…,none,none,0.872380953
Wed Apr 25 20:22:07 +0000 2018," I've had it really rough the last month, my grandmother died then I can to go to the ER in an ambulance with a bad flu but things are looking up for me lately. I'm seeing it with some bros Sunday morning so no spoilers",none,none,0.127971274
Tue Apr 24 18:05:10 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none,0.676844128
Wed May 02 18:50:34 +0000 2018, My mom got flu shot and ended up so sick she was almost hospitalized.,none,none,0.159866196
Wed May 02 19:07:55 +0000 2018,"Wow. I've never had this typa flu, my mouth becomes dry every 2 seconds no matter how much water I drink ",none,none,0.97818751
Mon Apr 23 18:36:04 +0000 2018,"  Did you know that Emergen-C contains absorbic acid with is only one component of vitamin C? Filled with GMO ingredients, it…",none,none,0.748675617
Fri Apr 27 19:00:54 +0000 2018,"Your toothbrush can't re-infect you with the flu, but it could spread germs to other members of the family. ",none,none,0.07333739
Wed Mar 28 18:59:20 +0000 2018, Swine flu !,none,none,0.079172453
Thu Apr 05 18:44:35 +0000 2018, This is horrible.  My heart hurts for his family... oddly enough he spoke out against the flu vaccine! ,none,none,0.349410498
Tue Apr 24 18:12:08 +0000 2018,  Someone love me like this ,none,none,0.827855456
Thu Apr 19 18:33:29 +0000 2018,"  #Antibiotics are the right tool for bacterial #infections, but not when it comes to viruses like the ones that cause colds or f…",none,none,0.9110763
Sun Apr 01 20:55:14 +0000 2018,"  Oh no...I’ve got a sore throat...and a headache...Please no, Con Flu, spare me, I am already weak  ",Union,none,0.3081921
Wed Apr 18 19:00:55 +0000 2018,Take an inside look at the collaborative work being done to improve and advance seasonal flu vaccines to #FightFlu.  ,none,none,0.237023279
Thu Apr 19 18:28:57 +0000 2018,  Back the fuck up... all these bands gave me the cash flu ,none,none,0.553902146
Fri Mar 30 18:58:01 +0000 2018,"So I guess food poisoning is supposed to go away pretty quickly, I'm in like hour 6 with little improvement, so I might have the stomach flu?  Either way I'm 100% pissed, vacation is in shambles",none,none,0.467974488
Thu Apr 05 19:05:57 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none,0.150727088
Wed Apr 18 18:27:12 +0000 2018,"  Then at the same time, I got the flu. I just want to make videos again, powers that be! It's like the universe is doing…",none,none,0.938143318
Fri Apr 27 19:52:10 +0000 2018,"  One of my favorite stories is of a couple+MIL that walked into med OPD for a run of the mill flu or something, and in t…",none,none,0.090904864
Wed Apr 18 18:47:14 +0000 2018, Pole to Baby Nuru. Have you checked for tonsillitis? (Hope not) Usually comes with the flu..,none,none,0.971900566
Wed Apr 18 19:01:12 +0000 2018,Need a friend to regularly go to the rec and workout with me after I get over this flu crap. ,none,US,0.730668854
Tue May 01 17:50:43 +0000 2018,  Bill Gates Pays $12 Million To Big Pharma For ‘Mandatory’ Universal Flu Shot  via ,none,none,0.717879611
Tue Apr 24 17:47:00 +0000 2018,  Cuddling with a slender in winter increases your chances of getting flu ,none,none,0.096174283
Tue Mar 27 18:53:25 +0000 2018,"had flu, prepatellar bursitis and swollen gums coz of my wisdom tooth since i finished uni for easter hahahaa love life",none,none,0.145138546
Thu Apr 19 18:49:11 +0000 2018,I also got a softball game tonight. I'm gonna be like Jordan playing with the flu...in reality I'm probably gonna be miserable and not put forth much effort,none,none,0.528837407
Fri Apr 27 19:30:15 +0000 2018,"Georgia State has signed a licensing deal to market a fast, cost-effective #flu test developed by professor Suri Iyer. #TheStateWay  ",none,none,0.277709035
Wed Mar 28 18:26:59 +0000 2018, chelsea didnt respect me enough to get my flu,none,none,0.043713204
Tue Apr 24 18:11:51 +0000 2018,Prebook Your Flu Order Now!  ,none,none,0.44028086
Tue Mar 27 18:45:00 +0000 2018,  Hi all! I'm sorry but I'm going to go to sign off now... first day back at work after a week filled with flu = a very tir…,none,none,0.639951289
Fri Apr 27 20:01:40 +0000 2018,"  There  is no one sign for sepsis. Sepsis is a serious condition that can initially  look like flu, gastroenteritis or…",none,none,0.553878288
Wed Apr 18 18:17:43 +0000 2018,themessednest Congrats on your 250 tweet!   ,none,none,0.034052066
Wed Mar 28 18:25:19 +0000 2018," Eh, sometimes life is just a big ol' bitch that won't let you be creative, like how I recently had the flu and currently a string of bad luck.  Artist isn't a temporary title. Even if nothing's been made for a while, it's still a title for th",none,none,0.142521236
Fri Apr 27 19:19:56 +0000 2018,Pineapple juice is 5 times more effective than cough syrup. It also prevents colds and the flu.,none,none,0.643997866
Mon Apr 02 19:11:45 +0000 2018,#news #flu New bird flu virus H6N2 comes to roost - Times of India ,none,none,0.516078282
Tue Mar 27 18:11:21 +0000 2018,emergen-c packets ended the swine flu pandemic,none,none,0.594264909
Wed Mar 28 18:54:57 +0000 2018,Doctor Blows Whistle on Flu Shot: 'It’s Designed to Spread Cancer'-  Via -  #NeonNettle,none,none,0.30863367
Wed Mar 28 18:38:03 +0000 2018,Higher prices help foie gras farmers overcome bird flu crises  ,none,none,0.447268298
Thu Apr 19 18:05:00 +0000 2018,Short refresher courses for #pharmacists needing face to face vaccine updates #nationwide #flu #travel   ,none,none,0.697954248
Tue Mar 27 18:22:36 +0000 2018,                   ,none,none,0.522006751
Sun Apr 01 20:17:34 +0000 2018,  Amacherry ngoThanda uLinda? And Dont mind the voice im dying coz of flu ,none,none,0.121152319
Sat Mar 31 21:55:00 +0000 2018,Hanging out. Flu is strong here. (@ Kaiser Urgent Care) on #Yelp ,none,none,0.704099949
Tue Mar 27 18:43:46 +0000 2018,"  Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none,0.439587641
Sat Mar 31 21:47:31 +0000 2018,  well bitch i got the flu ,none,none,0.596439678
Wed Apr 18 18:51:20 +0000 2018, Awe. How so? Cold or flu?,none,none,0.571543935
Mon Apr 23 18:43:50 +0000 2018,Awwwww bubba ,none,none,0.846013419
Thu Apr 05 19:04:47 +0000 2018,  This could be a one-off event. Even if it spread further a #flu virus like this isn't likely to be a public health thre…,none,none,0.80438746
Thu Apr 05 18:23:45 +0000 2018,This flu is trying to mess up my plans. ,none,none,0.368190885
Fri Apr 27 19:08:50 +0000 2018,"  There  is no one sign for sepsis. Sepsis is a serious condition that can initially  look like flu, gastroenteritis or…",none,none,0.187704174
Mon Apr 02 19:26:29 +0000 2018,sos how does one ACTUALLY enjoy food after the stomach flu???? eating literally is so hard to me now,none,none,0.736451804
Tue Apr 24 17:37:19 +0000 2018,Pour 4’s in my soda i won’t catch a flu!,none,none,0.21630385
Mon Apr 23 18:37:39 +0000 2018, wait what? how can hot chocolate leads u to flu? I mean its...hot... ,none,none,0.528229546
Wed Apr 25 20:29:40 +0000 2018,I don’t understand how I have the Flu AND strep? I didn’t even know that was possible. I legit catch EVERYTHING,Peterlee,none,0.431731952
Tue Mar 27 18:51:52 +0000 2018,CDC warns of second wave of flu virus  ,none,none,0.44178443
Mon Apr 30 18:39:54 +0000 2018,  Super interesting talk on how H7H9 flu vaccination in poultry helped to eliminate human deaths in China  #iCOMOS2018 by Dr. Hu…,none,none,0.453816212
Fri Mar 30 19:02:05 +0000 2018,Don't forget to brush your teeth &amp; your kid's teeth after you take cold &amp; flu medicine.  ,none,none,0.076434739
Thu Apr 05 18:17:38 +0000 2018,I just might be getting the flu,none,none,0.922583216
Fri Mar 30 18:38:55 +0000 2018,But flu boy and other rapists gets a slap on the hand and less time in jail. Also who's that former governor became a senator now? Quite a few of them.  #CrystalMason ,none,none,0.698404954
Sat Mar 31 22:12:03 +0000 2018,Your Next Flu Shot Could Be Delivered Using a just a Simple Patch  #science #tech #technology,none,none,0.151161632
Thu Apr 26 17:52:47 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,0.823976988
Wed Mar 28 18:17:47 +0000 2018,  Hope to see the #Hribe represent at today’s #Nextchat! I know  would love to see us ,none,none,0.710753311
Wed Apr 18 18:07:42 +0000 2018,"  Swine flu, which is also known as the H1N1 virus, is a nearly new strain of an influenza virus that causes symptoms wh…",none,none,0.121107838
Wed Mar 28 18:28:07 +0000 2018, I wonder if Google Flu Trends uses audio data of sneezing?,none,none,0.049183382
Wed Mar 28 18:08:24 +0000 2018,"  Like contracting a virulent flu, the NDP is a scourge that needs to be excised from Alberta, come election day.",none,none,0.21768222
Tue Apr 24 17:49:05 +0000 2018,Drs have no cure for themselves anyways GWS ,none,none,0.962259657
Thu Apr 19 18:58:33 +0000 2018,You now have Asian Flu.,none,none,0.206718948
Thu Apr 05 19:04:35 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none,0.204349312
Tue Apr 03 19:04:13 +0000 2018,"  Me: Damn, just got flu again  People: ",none,none,0.576081373
Tue Apr 17 16:42:40 +0000 2018,"  Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none,0.599907985
Thu Apr 19 18:19:36 +0000 2018,"First the bird flu, now a stiff neck",none,none,0.014270251
Wed Mar 28 18:47:13 +0000 2018,  it's me... don't judge  I've been recovering from the flu. What else am I supposed to be doing?? Lol. ,none,none,0.904484522
Mon Apr 16 18:49:39 +0000 2018,ICYMI on Connections: When could we see the next flu pandemic?  ,none,none,0.587199876
Sat Mar 31 22:09:21 +0000 2018,"Flu is still hanging around in some regions, CDC warns - CNN ",none,none,0.714773862
Tue Mar 27 18:04:36 +0000 2018,"Have you had the Chemtrail Flu Yet. Pilots, Doctors, &amp; Scientists Tell The Truth About Chemtrails/Geo-Engineering  via ",none,none,0.732617495
Tue May 01 18:19:00 +0000 2018,"HCA saw spike in flu-related ED, urgent care visits in Q1  ",none,none,0.449873098
Tue May 01 17:59:03 +0000 2018,  Depends on your location ,none,none,0.349157641
Thu Apr 19 18:51:12 +0000 2018,"   Aka, the ""One More Game"" flu.",none,none,0.883430247
Mon Apr 02 19:10:04 +0000 2018,"  Monday, April 2.  I am beginning to recover from a very serious case of the flu that knocked me out most of last week.  T…",none,none,0.620312798
Fri Apr 27 19:07:55 +0000 2018,could kill more than 33M people worldwide in just 250 days. With  the Gates foundation is supporting the universal flu vaccine initiative with a $12M grand challenge. ,none,none,0.177389433
Thu Apr 05 19:06:28 +0000 2018,Look who just stopped by the hospital!! His Excellency the Vice President of Sierra Leone. I have a terrible flu but I couldnt pass on the opportunity to take one selfie. We remain hopeful and look forward to a better health system and a better Salone  #PutSaloneFors  ,none,none,0.504114085
Wed Mar 28 18:45:14 +0000 2018,"  The number of states reporting widespread or high flu activity continues to drop significantly, but several states are sti…",none,none,0.995102667
Fri Mar 30 18:45:05 +0000 2018,  CDC Says 2nd Wave of #Flu Virus B Has Started  ,none,none,0.968386324
Mon Apr 30 19:00:32 +0000 2018,How do we make the #flu extinct? Learn more about Sabin’s efforts to protect us from another #1918Flu. ,none,none,0.994942061
Thu Apr 19 18:48:46 +0000 2018,"  Hey, so remember how we had a really bad flu season this year? Yeah, there's a banking story in everything... ",none,none,0.799121527
Tue Apr 24 17:59:25 +0000 2018,gimme!  ,none,none,0.110789482
Tue Mar 27 18:18:43 +0000 2018,Omg  this is no joke. Please get healthy. Take care of yourself. Dubnation needs you bro. ,none,none,0.593294954
Tue Apr 17 16:30:02 +0000 2018,"Treat your flu with new ""Sunkist And Pastry"" suppositories.",none,none,0.557692867
Tue Apr 24 18:10:43 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none,0.370522762
Thu Apr 05 18:17:43 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none,0.849692956
Wed Mar 28 18:44:22 +0000 2018,Higher prices help foie gras farmers overcome bird flu crises ,none,none,0.548062886
