Date,Tweet,City,Country
Thu Apr 05 19:04:15 +0000 2018, mosa said kill that spider man cow so many flu virus in cow milk even u boil milk but bacteria still alive,none,none
Thu Apr 05 19:04:21 +0000 2018,Probe continues into flu-like illness which killed baby on Stoney Nakoda Nation #FirstNations ,none,none
Thu Apr 05 19:04:22 +0000 2018,"  Join us via livestream NOW for the Going Viral #flu symposium session on ""Predicting and Preventing the Next Pandemic""…",none,none
Thu Apr 05 19:04:22 +0000 2018,Fuck this stomach flu bullshit ,none,none
Thu Apr 05 19:04:24 +0000 2018,"  Apparently Sergei Skripal is getting better too, so both of them appear to be out of the woods! Wouldn't it be funny if t…",none,none
Thu Apr 05 19:04:35 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none
Thu Apr 05 19:04:37 +0000 2018,  Wahhhhhh I’m at the doctor and they just told me I have the flu. How why  it’s been a rough month and a half. But not to w…,none,none
Thu Apr 05 19:04:38 +0000 2018,Rather the flu  ,none,none
Thu Apr 05 19:04:39 +0000 2018,"  Belatedly: Surveillance in the Netherlands recently detected a child infected with a new flu A virus. It was an H1N2, a…",none,none
Thu Apr 05 19:04:43 +0000 2018,and he found out something suss about the recent flu vaccine a few days before.  ,none,none
Thu Apr 05 19:04:44 +0000 2018,Taking care of your teeth and mouth could help fight the flu! ,none,none
Thu Apr 05 19:04:47 +0000 2018,  This could be a one-off event. Even if it spread further a #flu virus like this isn't likely to be a public health thre…,none,none
Thu Apr 05 19:04:55 +0000 2018,  They gone get me next. ,none,none
Thu Apr 05 19:04:56 +0000 2018,Dr. Bruce Gellin from the Sabine Vaccine Institute talk about when the concerns of global health and global health security intersect (or become opposed) at the #UNC #Gillings Going Viral 1918 Flu symposium ,none,none
Thu Apr 05 19:04:59 +0000 2018,"  Join us via livestream NOW for the Going Viral #flu symposium session on ""Predicting and Preventing the Next Pandemic""…",none,none
Thu Apr 05 19:04:59 +0000 2018,If you've had the flu or a cold this season it's time to change your toothbrush! ,none,none
Thu Apr 05 19:05:01 +0000 2018,  Dr. Bruce Gellin from the Sabine Vaccine Institute talk about when the concerns of global health and global health sec…,none,none
Thu Apr 05 19:05:06 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 19:05:21 +0000 2018,  Download Sol705! Sol705 a free point &amp;amp; click graphic adventure with lots of retro mystery and a plot set to stunt!…,none,none
Thu Apr 05 19:05:23 +0000 2018,"Been bed bound for 2 days now, would love this flu to do one",none,none
Thu Apr 05 19:05:25 +0000 2018,my mother is getting even more worried about my condition because this flu is making my lungs worse. I also messed up my knee (as if they weren't sensitive enough already),none,none
Thu Apr 05 19:05:28 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",none,none
Thu Apr 05 19:05:30 +0000 2018,The flu is rampant! What can you do to Boost Your Immune System?  I have a blog post that can tell you have to be at your best to fight off this flu season.   ,none,none
Thu Apr 05 19:05:32 +0000 2018,Flu game ,none,none
Thu Apr 05 19:05:32 +0000 2018,"  Just like the shooting at Youtube. The message is clear - ""Anybody that opens their mouth will pay the price."" #MAGA #QAnon #TQ…",none,none
Thu Apr 05 19:05:34 +0000 2018,"CDC Doctor, Who Claimed Flu Shot Caused Outbreak, Missing Feared Dead ",none,none
Thu Apr 05 19:05:35 +0000 2018,So excited to watch the livestream of my  former classmate Dr Lisa Koonin (of  with    talking prediction &amp; prevention of #flu ,none,none
Thu Apr 05 19:05:44 +0000 2018,It's like playing whack-a-mole with these antivaxxer fanatics and fraudsters.  ,none,none
Thu Apr 05 19:05:45 +0000 2018," Whoa. Strange how nobody knows anything, or at least not saying anything. I said it before, something is seriously wrong. Remember the this seasons  Flu vaccine wasn't what it should have been.",none,none
Thu Apr 05 19:05:54 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 19:05:57 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:06:00 +0000 2018,“I will grind like a mf to get back into the nursing program JUST to give flu shots at West Point”-guess which friend,none,none
Thu Apr 05 19:06:00 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",Colorado Springs,none
Thu Apr 05 19:06:08 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 19:06:12 +0000 2018,Day 4 of the flu and my body is def jumping ship on me BUT i just bought the first 2 Zero Escape games so we are streaming toniight ,none,US
Thu Apr 05 19:06:28 +0000 2018,Look who just stopped by the hospital!! His Excellency the Vice President of Sierra Leone. I have a terrible flu but I couldnt pass on the opportunity to take one selfie. We remain hopeful and look forward to a better health system and a better Salone  #PutSaloneFors  ,none,none
Thu Apr 05 19:06:33 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:06:37 +0000 2018,This entire story had my conspiracy theory mind tingling. ,none,none
Thu Apr 05 19:06:44 +0000 2018,"  Infant dead, multiple children taken to hospital with ‘flu-like symptoms’ from Stoney Nakoda First Nation ",none,none
Thu Apr 05 19:06:45 +0000 2018,  I actually been experiencing flu like symptoms lately Dr... ,none,none
Thu Apr 05 19:06:48 +0000 2018,#news #flu Bird Flu: 16 more penguins die at Boulders Beach - Cape Business News ,none,none
Thu Apr 05 19:06:49 +0000 2018,Thank god my temperature is coming down because there was a point where I thought I was going to fucking die LOVE having flu,none,none
Thu Apr 05 19:06:54 +0000 2018,#news #flu Bird Flu: 16 more penguins die at Boulders Beach - Cape Business News ,none,none
Thu Apr 05 19:06:54 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:06:59 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 19:07:04 +0000 2018,We interrupt spring break potty training goals to bring you the toddler stomach flu.  Send help.,none,none
Thu Apr 05 19:07:04 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none
Thu Apr 05 19:07:07 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:07:09 +0000 2018,  Flu season bout over and now his body finally turns up.....how convenient.... ,none,none
Thu Apr 05 19:07:11 +0000 2018,  Who else got a MAD case of wook flu coming off Spring Gathering,none,none
Thu Apr 05 19:07:19 +0000 2018,Timothy Cunningham was not a whistle blower about the flu vaccine.   Stop spreading that conspiracy theory.,none,none
Thu Apr 05 19:07:29 +0000 2018,Sorry to those i haven’t paid attention to this week. I have the stomach flu and it’s not any better today ,none,none
Thu Apr 05 19:07:30 +0000 2018,  Dr. Yoshihiro Kawaoka from #UWVetMed discussing what other pandemics have taught us to help us potentially prevent the…,none,none
Thu Apr 05 19:07:35 +0000 2018,"FOUND FLOATING IN ATLANTA RIVER:   CDC epidemiologist that allegedly interviewed and slammed the flu shot for the debacle it has been, then disappeared a couple of weeks later,... ",none,none
Thu Apr 05 19:07:37 +0000 2018, The Cunninghams also sought to beat back an Internet rumor that their son was a whistle-blower who had warned about the flu shot being responsible for this year's deadly flu season.,none,none
Thu Apr 05 19:07:39 +0000 2018,"And I wonder how the CDC department getting ran was that flu outbreak because of neglect,or mutation?..see how everything has changed and has to be scrutinized to the fullest extent...",none,none
Thu Apr 05 19:07:40 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 19:07:52 +0000 2018,  Remember the CDC employee who said 1 critical thing about the Flu  vaccine? Well he went missing shortly after. He was just f…,none,none
Thu Apr 05 19:07:56 +0000 2018,  Look who just stopped by the hospital!! His Excellency the Vice President of Sierra Leone. I have a terrible flu but I coul…,none,none
Thu Apr 05 19:08:00 +0000 2018,"After a rough winter infested with the flu, it's really important to maintain your health with exams. Come to one of our convenient locations for a professional check-up with little wait time. ",none,none
Thu Apr 05 19:08:02 +0000 2018,  Dr. Bruce Slenning from #NCSU exploring the interconnection between animal and human health to prevent the next pandem…,none,none
Thu Apr 05 19:08:12 +0000 2018,  I am finally over the flu  and was able to film this weeks video today. Now I edit until sunrise... SEE YOU GUYS TOMORROW.,none,none
Thu Apr 05 19:08:17 +0000 2018,  #UNC#Gillings Epidemiologist Jim Thomas discusses ethics in a pandemic. How do we handle vaccine distribution when the…,none,none
Thu Apr 05 19:08:18 +0000 2018,  58. the super flu that got released from the melting ice caps once it makes its way into my body ,none,none
Thu Apr 05 19:08:19 +0000 2018,  4-2-18: Day six of the flu ,none,none
Thu Apr 05 19:08:20 +0000 2018,This flu thing is for the birds,none,none
Thu Apr 05 19:08:21 +0000 2018,"I gave up meat for lent &amp; end up getting sick on Easter. Now im 5 days into the flu only eating soup , crackers &amp; fruit  imma lose so much weight I swear",none,none
Thu Apr 05 19:08:24 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:08:27 +0000 2018,"  . got $11.3 MM, $5.6 MM of which is specifically for improving #rosetta! David Baker says, ""This gift is…",none,none
Thu Apr 05 19:08:29 +0000 2018,  CDC Doctor Who Claimed Flu Shot Caused Outbreak Is Still Missing; Family Offers Reward  via ,none,none
Thu Apr 05 19:08:33 +0000 2018, I should have tried this. Maybe I would’ve got rid of the flu quicker than I did. ,none,none
Thu Apr 05 19:08:34 +0000 2018,this stomach flu is gonna be the death of me,none,none
Thu Apr 05 19:08:36 +0000 2018," #CDC Doctor, Who Claimed Flu Shot Caused Outbreak, Missing Feared Dead  via ",none,none
Thu Apr 05 19:08:37 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 19:08:40 +0000 2018,California Considers Bill To Restrict Police Use Of Firearms  BLUE FLU COMING SOON!,none,none
Thu Apr 05 19:08:51 +0000 2018," I'm okay, it's taken the flu 1,5 weeks to leave my body, but it seems gone so I'm happy .",none,none
Thu Apr 05 19:08:51 +0000 2018," I believe what he was exposing was the arming of the flu shot, vaccinations, etc., and bringing out the deaths they were causing.  Bad people.",none,none
Thu Apr 05 19:08:56 +0000 2018,"  Our #WCW is Kyra Grantz, a UF researcher trying to prevent any future flu outbreaks through lessons in history. More: ",none,none
Thu Apr 05 19:08:59 +0000 2018,Check out this ancient and delicious #recipe for #Ginger and #Garlic #Soup that Fights the Flu and Cold from our friends at Healthy Holistic Living!  #Recipe #HealthyRecipe #Health #OrangeCounty ,none,none
Thu Apr 05 19:09:05 +0000 2018,"  I am watching last weeks #criticalrole since I had the flu, and I noticed  wrote a copy of #Nott ‘s ",none,none
Thu Apr 05 19:09:06 +0000 2018,"Can #pets get the flu? And if you’re sick, can you pass it on to them? via ",none,none
Thu Apr 05 19:09:09 +0000 2018, Thera-Flu is the remedy ,none,none
Thu Apr 05 19:09:11 +0000 2018,"Sadly, we're not surprised. . . .And I'm never getting a flu shot. ",none,none
Thu Apr 05 19:09:16 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:09:18 +0000 2018,    There is a very real &amp; scary story behind this man's disappearance &amp; death. He was a  ,none,none
Thu Apr 05 19:09:19 +0000 2018," Yes, the flu is really terrible this year and there are 2 of them. I hope you are ok.",none,none
Thu Apr 05 19:09:20 +0000 2018,true life: i’ve read too much into conspiracy theories to get the flu shot ever again,none,none
Thu Apr 05 19:09:21 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 19:09:23 +0000 2018,"  Is it any wonder there aren’t more #whistleblowers?! SMH  This intelligent scientist, Commander US PubHealthService, #CDC De…",none,none
Thu Apr 05 19:09:30 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:09:37 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:09:37 +0000 2018,"  During 7th Gaon Award, Kim Yugyeom had a flu but he successfully slayed his solo dance for GOT7 opening stage without showin…",none,none
Thu Apr 05 19:09:37 +0000 2018,Elderberry Tea Benefits A Powerful Natural Flu Remedy  via ,none,none
Thu Apr 05 19:09:38 +0000 2018,  Download Sol705! Sol705 a free point &amp;amp; click graphic adventure with lots of retro mystery and a plot set to stunt!…,none,none
Thu Apr 05 19:09:44 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none
Thu Apr 05 19:09:48 +0000 2018," i chewed cigarettes and had tons &amp; tons of alcohol, flu also is here. sup w/ you &amp; your kinky thoughts yo?! ",none,none
Thu Apr 05 19:09:55 +0000 2018,"   Ridiculous article. ""No signs of foul play..."". Everything in that article suggested foul play. ""Police…",none,none
Thu Apr 05 19:09:56 +0000 2018,Yep sick as the proverbial think it’s the flu. Will get off to docs as soon as possible.,none,none
Thu Apr 05 19:09:56 +0000 2018,is this you think about ,none,none
Thu Apr 05 19:10:08 +0000 2018,"  Just like the shooting at Youtube. The message is clear - ""Anybody that opens their mouth will pay the price."" #MAGA #QAnon #TQ…",none,none
Thu Apr 05 19:10:13 +0000 2018,  This man said the flu shot was what was making people sick and then he went missing ... smh ,none,none
Thu Apr 05 19:10:16 +0000 2018,"A Second Wave of Flu May Be On the Way,  CDC Warns. Did you get your #flu shot? ",none,none
Thu Apr 05 19:10:24 +0000 2018,  Great thread Jess. Being from Canada I was shocked when I first moved to LA...(totally broke) my dear friend DIED at the do…,none,none
Thu Apr 05 19:10:26 +0000 2018,"  When our fishy ancestors came on land, a new study indicates, they brought a lot of their viruses with them (including the…",none,none
Thu Apr 05 19:10:28 +0000 2018,  RIP to Timothy Cunningham. At the very least maybe his death will open the eyes of those ignorant to the vice grip phar…,none,none
Thu Apr 05 19:10:35 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 19:10:41 +0000 2018,Wtf?! He was a whistle blower on the flu shot! ,none,none
Thu Apr 05 19:10:49 +0000 2018,       Your intuitions are on point! They push too hard trying to co…,none,none
Thu Apr 05 19:10:57 +0000 2018,Wow. iMan flu ,none,none
Thu Apr 05 19:11:10 +0000 2018,"    Something is definitely up, but flu shots DO NOT CAUSE THE FLU. They’re either made with inactive viruses or no viruses at all.",none,none
Thu Apr 05 19:11:12 +0000 2018,"  When our fishy ancestors came on land, a new study indicates, they brought a lot of their viruses with them (including the…",none,none
Thu Apr 05 19:11:15 +0000 2018,"     He didn't just ""know"" something, he spoke OUT about it.  He connected the recent flu…",South Carolina,none
Thu Apr 05 19:11:18 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:11:19 +0000 2018," Same here. That’s why I never have gotten the flu shot, and I never intend to get one.",none,US
Thu Apr 05 19:11:30 +0000 2018," I have the flu also it is no fun, really wish it would go away. ",none,none
Thu Apr 05 19:11:35 +0000 2018,  Did you get the flu this season? Yeah so did a friggin' buttload of other people. #flu #influenza #fluseason #worstiny…,none,none
Thu Apr 05 19:11:43 +0000 2018,  This man said the flu shot was what was making people sick and then he went missing ... smh ,none,none
Thu Apr 05 19:11:44 +0000 2018,"  Belatedly: Surveillance in the Netherlands recently detected a child infected with a new flu A virus. It was an H1N2, a…",none,none
Thu Apr 05 19:11:49 +0000 2018,  My thoughts are with the families that have been affected. The loss of a child is a shock for the entire community. I hope t…,none,none
Thu Apr 05 19:11:49 +0000 2018,  Check out this ancient and delicious #recipe for #Ginger and #Garlic #Soup that Fights the Flu and Cold from our frien…,none,none
Thu Apr 05 19:11:52 +0000 2018,  Shortly before he died he had stated that the flu vaccine causes the flu.  CNN: Body found in Atlanta river identified…,none,none
Thu Apr 05 19:12:03 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none
Thu Apr 05 19:12:16 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",none,none
Thu Apr 05 19:12:20 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 19:12:26 +0000 2018, I would have believed that a year ago because last winter I felt like that was true! But ever since I got the flu I feel like I’ve gotten every bug I’ve come across and I don’t need to tell you how many kids carry with them ,none,none
Thu Apr 05 19:12:31 +0000 2018,"  Medical mystery in Morley: Flu-like symptoms leave infant dead, 14 in hospital:  #yyc ",none,none
Thu Apr 05 19:12:43 +0000 2018,  This man said the flu shot was what was making people sick and then he went missing ... smh ,none,none
Thu Apr 05 19:12:44 +0000 2018,"  This is the same brotha that said the “flu vaccine” and was actually giving people and the flu and killing them, he mysterio…",none,none
Thu Apr 05 19:12:46 +0000 2018,I can’t remember what this man said about the flu vaccines but it was not good! Shortly after that he went missing. ,none,none
Thu Apr 05 19:12:57 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none
Thu Apr 05 19:13:03 +0000 2018,"  Apparently Sergei Skripal is getting better too, so both of them appear to be out of the woods! Wouldn't it be funny if t…",none,none
Thu Apr 05 19:13:06 +0000 2018,"#Weekly #flu #update: #247 more #cases, #7 #deaths ",none,none
Mon Apr 16 18:37:37 +0000 2018,"Continue praying for my husband, Rich, who has the flu &amp; now my daughter, Katie, who has a mild case of pnemonia.  Thanks!",none,none
Mon Apr 16 18:37:44 +0000 2018,"or according to Bill Gates....#population control Flu Vaccines Are Killing Senior Citizens, Study Warns  via ",none,none
Mon Apr 16 18:37:49 +0000 2018,  Okay so this month? I’m currently fighting an aggressive cold/flu. Hopefully I’ll get over it within the next couple days.,none,none
Mon Apr 16 18:38:12 +0000 2018,"   Cerebral Palsy &amp; lung disease due to the doctors neglect that delivered him, with teh FLU.  He was 2 sick 2…",none,none
Mon Apr 16 18:39:03 +0000 2018,  MAN FLU IS REAL!!!!!   (Lads I’m right!?)  ,none,none
Mon Apr 16 18:39:17 +0000 2018,"Just another head cold/flu. The doctor offered a sick note for tomorrow, but I could just hear my manager saying 'is this guy dying or what?' so I will soldier on tomorrow ",none,none
Mon Apr 16 18:39:20 +0000 2018,         The likes of NWO and The Murdochs + Rot…,none,none
Mon Apr 16 18:39:44 +0000 2018,Either the Tylenol daytime cold and flu medication isn’t as non-drowsy as they state or this cold has completely knocked me on my ass,Missouri,none
Mon Apr 16 18:39:58 +0000 2018,Your stare spellbinds me with the spring flu.,none,none
Mon Apr 16 18:40:26 +0000 2018,i successfully threw up inside my car today. thank u flu. accepting donations for a car wash via venmo thanks ,none,US
Mon Apr 16 18:40:42 +0000 2018,Lucchi - The Calling(Flu Season)  #nowplaying #listenlive,none,none
Mon Apr 16 18:40:47 +0000 2018," ""I'm just one stomach flu away from my goal weight.""   The Devil Wears Prada, 2006",none,none
Mon Apr 16 18:40:54 +0000 2018,"  ""I smoked cocaine the night before my college graduation; now I'm afraid to get a flu shot. People change."" John Mulaney…",none,none
Mon Apr 16 18:41:38 +0000 2018,See you caught that fuck nigga flu,none,none
Mon Apr 16 18:41:41 +0000 2018,The only thing making me feel better about my second week knocked on my tush with the flu (which already led to our spring break trip getting cancelled...) is finally bingewatching all my DVR’d  movies. #silverlinings #butIreallyjustwanttowrite #notgoodatresting,none,none
Mon Apr 16 18:41:55 +0000 2018,QUE GRIPE MAS MATADORA!!  You know that the flu is strong when you have no aninos to read the Twitter of #SingtoPrachaya 5555... #discouraged ,none,none
Mon Apr 16 18:42:05 +0000 2018,I don’t think I’ve ever had the flu. That’s pretty cool.,none,none
Mon Apr 16 18:42:07 +0000 2018,rana is still full up with the flu and she's still gonna get it on with kate she's such a trooper,none,none
Mon Apr 16 18:42:16 +0000 2018,  me: mom i think i have the flu mom: because you’re on your phone all day,none,none
Mon Apr 16 18:42:47 +0000 2018,  me: mom i think i have the flu mom: because you’re on your phone all day,none,none
Mon Apr 16 18:42:54 +0000 2018,"Indeed! I would also argue that most of us are ""contagious"" and able to shed/transmit microbes beyond the usual recommendation of ""wait at least 24h until fever free"" before returning to work/school. I always recommend 48h or more.... ",Manchester,none
Mon Apr 16 18:43:07 +0000 2018,She don’t mind getting the flu  #corrie,none,none
Mon Apr 16 18:43:08 +0000 2018,"      The PLOS study reveals that the methodology used in all four  cRCTs has been found to be flawed. Furthermore, none of the studies were  conducted in hospital settings.    ref. only     baby vaccine",none,US
Mon Apr 16 18:43:12 +0000 2018,It's easy to mistake the early signs and symptoms of meningitis for the flu. So that flu could be a little more serious than you think.,none,none
Mon Apr 16 18:43:21 +0000 2018,Even flu germs aren’t keeping Kate away  #Corrie,none,none
Mon Apr 16 18:43:40 +0000 2018,FLU SEX IS ONNN,none,none
Mon Apr 16 18:43:56 +0000 2018,Effective immediately the Influenza Control Policy Program for 2017/2018 has ended! Continue to wash hands thoroughly. No need to wear mask when visiting if you haven't had the flu shot.,none,none
Mon Apr 16 18:43:57 +0000 2018,  58. the super flu that got released from the melting ice caps once it makes its way into my body ,none,none
Mon Apr 16 18:43:57 +0000 2018,"  In 1918, a new influenza virus emerged causing a pandemic that killed at least 50 million people worldwide. CDC marks 100 years…",none,none
Mon Apr 16 18:44:16 +0000 2018,"  Alright, thanks John  I should have just searched it, please excuse the silly question. I’ve a bit of a flu now and my brain is fogged over. ",none,none
Mon Apr 16 18:45:00 +0000 2018,Public health officials say there has been a spike in flu-related illnesses and hospitalizations. ,none,none
Mon Apr 16 18:45:02 +0000 2018,It's 2018 they making sex robots but we still dying from the flu ... STAY WOKE,none,none
Mon Apr 16 18:45:08 +0000 2018,  Did you see his tweet about flu and wives?,none,none
Mon Apr 16 18:44:58 +0000 2018,"  As we both know I'm from the home of the Buck's, green backs n blue strips that they catch off the sluts, How I'm from Milwau…",none,none
Mon Apr 16 18:45:14 +0000 2018,I’m SOOOOOO hungry but I can’t leave my room because I have the flu someone HELP MEEEEEE,none,none
Mon Apr 16 18:45:24 +0000 2018,I'm really sad that I have the flu so I ordered a pizza because I'm good at coping,none,none
Mon Apr 16 18:45:27 +0000 2018,Feeling under the weather? Our IV Nutritional Therapy strengthens the immune system and improves energy levels. #flu #coldseason,none,none
Mon Apr 16 18:44:58 +0000 2018,"  As we both know I'm from the home of the Buck's, green backs n blue strips that they catch off the sluts, How I'm from Milwau…",none,none
Mon Apr 16 18:45:29 +0000 2018,  Very happy this year's flu season is almost at its end. How can we make it less stressful for preemie parents going home…,none,none
Mon Apr 16 18:45:47 +0000 2018,  Animal #STUDY: #Flu #Vaccine Enhances Colonization of STREP &amp; STAPH Bacteria   #LearnTheRisk ,none,none
Mon Apr 16 18:45:59 +0000 2018,  Body Of #CDC Doctor Who Exposed Flu Shot Found Floating In River  ,Danville,none
Mon Apr 16 18:46:01 +0000 2018,"Just about over my man flu now, slight chesty cough but I am made of hard stuff ",none,none
Mon Apr 16 18:46:05 +0000 2018,I hope I don’t have the flu or anything cuz I really feel like death today ,none,US
Mon Apr 16 18:46:16 +0000 2018,guardian news quiz of the week  #flu smptoms,none,none
Mon Apr 16 18:46:23 +0000 2018,  Join  and  in an exciting project to help enhance community surveillance of #flu in the Hoosier…,none,none
Mon Apr 16 18:46:24 +0000 2018,6 Easy-To-Use Homeopathic Remedies For Colds And Flu ,none,none
Mon Apr 16 18:46:25 +0000 2018, u cant be flu flammin on twitter vic,East Midlands,none
Mon Apr 16 18:46:52 +0000 2018,I don't like how sick the flu vaccine makes me ,none,none
Mon Apr 16 18:46:56 +0000 2018, Flu Paul. Jabs available at your nearest GP,none,GB
Mon Apr 16 18:47:03 +0000 2018,"  Haven't been able to do anything. Got hit with the flu. I only know of one remedy for my ails... no not chicken soup, $X…",none,none
Mon Apr 16 18:47:07 +0000 2018, That flu tearing you up huh,none,none
Mon Apr 16 18:47:10 +0000 2018, I’m always praying for the stomach flu or food poisoning.,none,none
Mon Apr 16 18:47:12 +0000 2018,Dead Kennedys - Government Flu  via  #MusicMonday,none,none
Mon Apr 16 18:47:15 +0000 2018,"  We answered Atlanta's call! Our first of its kind mobile ER unit, MED-1, was deployed to Atlanta to help Grady Hospital batt…",none,none
Mon Apr 16 18:47:49 +0000 2018, So not exactly true. But not false either. This year didnt a CDC guy say the flu vaccine was killing people and then disseapered and died of mysterious circumstances.,none,none
Mon Apr 16 18:48:02 +0000 2018,  Here ,none,none
Mon Apr 16 18:48:18 +0000 2018,"Kate (who now should definitely have flu btw) is so boring and miserable, come on Rana wake up and smell Zeedan's coffee #Corrie",none,none
Mon Apr 16 18:48:19 +0000 2018,So  missed out on #NAB because he had the flu but fear not!   &amp;  all have superior immune systems.  Hear how things went for the healthy Lens Whackers crew as well as  &amp;  at #NAB2018  ,none,none
Mon Apr 16 18:48:20 +0000 2018,ugh kate really kissing rana even tho she’s sick. girlfriends who get the flu together stay together. ,none,none
Mon Apr 16 18:48:24 +0000 2018,  me: mom i think i have the flu mom: because you’re on your phone all day,none,none
Mon Apr 16 18:48:24 +0000 2018,  Body Of #CDC Doctor Who Exposed Flu Shot Found Floating In River  ,none,none
Mon Apr 16 18:48:44 +0000 2018,  I don't know what these orange bits are at the bottom of my lemsip? They've appeared in all of my cups.. #cold #flu ht…,none,none
Mon Apr 16 18:48:51 +0000 2018,Heading to my gig. Trying to look forward to it but this flu has other ideas... ,none,none
Mon Apr 16 18:49:01 +0000 2018,Everytime I have hayfever it turns into a fucking flu WHYYYYYYYY ,none,none
Mon Apr 16 18:49:07 +0000 2018,Flu season isn't over yet!  Ck out this guide to managing household germs from  #generationgood ,none,none
Mon Apr 16 18:49:13 +0000 2018,Flu waits till I have tests to come knocking on my door,none,none
Mon Apr 16 18:49:18 +0000 2018,am i seriously the only one grossed out that kana keep kissing while rana is a literal snot ball with the flu? kate sweetie love yourself and wait until she’s not a walking infection. ,none,none
Mon Apr 16 18:49:24 +0000 2018,  Public health officials say there has been a spike in flu-related illnesses and hospitalizations. ,none,none
Mon Apr 16 18:49:39 +0000 2018,"Unfortunately, I came up with the flu today so there will be no stream today but to make it up I will stream on Friday when I’m supposed to haven",none,none
Mon Apr 16 18:49:39 +0000 2018,ICYMI on Connections: When could we see the next flu pandemic?  ,none,none
Mon Apr 16 18:49:44 +0000 2018,  My mom drew this in 1986 when she had the flu and it is one of the great masterpieces of the 20th century ,none,none
Mon Apr 16 18:49:57 +0000 2018,guess who got the flu the week EOCs start #yayme,none,none
Mon Apr 16 18:49:58 +0000 2018,not just u its fine xdndjd ,none,none
Mon Apr 16 18:50:00 +0000 2018,This flu needs to be gone by Wednesday ! I need a week recovery so that I can enjoy my week in Mozambique,Miami,none
Mon Apr 16 18:50:02 +0000 2018,  ugh kate really kissing rana even tho she’s sick. girlfriends who get the flu together stay together. ,none,none
Mon Apr 16 18:50:08 +0000 2018,"that boogie woogie flu  love this jig..just found about a ear ago..we're all wiser,not older",none,US
Mon Apr 16 18:50:21 +0000 2018, real men don’t get man flu ,none,none
Mon Apr 16 18:50:50 +0000 2018,Why would you snog someone who is dying of flu? #coronationstreet,none,none
Mon Apr 16 18:51:00 +0000 2018,My Niggaz love me!!!Listen to Worst Friend Best Enemies Rok Ft. Flu Da Rebal by FDR PRODUCTIONS #np on #SoundCloud ,none,none
Mon Apr 16 18:51:09 +0000 2018," Flu, fever, sore throat",none,none
